age_group,gender,country,education,job_title,size_of_company,employer_uses_ml,current_salary,primary_tool_used,years_in_ml
18-21,Male,Taiwan,Professional Course,Student,,,,intermediate,
25-29,Female,China,Masters degree,Other,,,,intermediate,
30-34,Male,China,Professional Course,Software Engineer,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),"50,000-59,999",intermediate,
55-59,Female,Canada,Bachelors degree,Data Analyst,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","80,000-89,999",advance,1-2 years
22-24,Male,China,Masters degree,Student,,,,intermediate,
25-29,Male,United States of America,Bachelors degree,Student,,,,intermediate,
25-29,Male,United States of America,Masters degree,Data Analyst,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","5,000-7,499",advance,1-2 years
25-29,Female,China,Bachelors degree,Software Engineer,50-249 employees,No (we do not use ML methods),"10,000-14,999",basic,1-2 years
22-24,Male,Other,Masters degree,Other,0-49 employees,No (we do not use ML methods),"10,000-14,999",intermediate,
25-29,Male,China,Masters degree,Student,,,,intermediate,
40-44,Female,India,Masters degree,Research Scientist,0-49 employees,,,intermediate,
30-34,Male,Canada,Masters degree,Research Scientist,,,,intermediate,
22-24,Other,India,Professional Course,Data Analyst,50-249 employees,We are exploring ML methods (and may one day put a model into production),,intermediate,
50-54,Male,India,Professional Course,Data Scientist,0-49 employees,,,intermediate,
25-29,Male,India,Masters degree,Business Analyst,"> 10,000 employees",,,intermediate,
22-24,Male,Other,Bachelors degree,Student,,,,advance,< 1 years
22-24,Male,China,Doctoral degree,Other,,,,intermediate,
40-44,Male,United States of America,Doctoral degree,Statistician,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),,intermediate,
40-44,Male,United States of America,Masters degree,Other,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","125,000-149,999",intermediate,
18-21,Male,India,Bachelors degree,Data Scientist,,,,intermediate,
18-21,Female,India,Bachelors degree,Student,,,,advance,< 1 years
25-29,Male,China,Masters degree,Student,,,,intermediate,
22-24,Male,India,Bachelors degree,Data Scientist,50-249 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","7,500-9,999",advance,1-2 years
22-24,Male,United States of America,Masters degree,Data Scientist,50-249 employees,We use ML methods for generating insights (but do not put working models into production),"5,000-7,499",intermediate,
55-59,Other,Canada,Professional Course,Other,0-49 employees,No (we do not use ML methods),$0-999,intermediate,
55-59,Male,Australia,Doctoral degree,Research Scientist,"1000-9,999 employees","We have well established ML methods (i.e., models in production for more than 2 years)","90,000-99,999",intermediate,
35-39,Male,India,Masters degree,Business Analyst,"> 10,000 employees",,,intermediate,
25-29,Male,Taiwan,Masters degree,Student,,,,intermediate,
22-24,Male,Brazil,Masters degree,Data Scientist,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","2,000-2,999",basic,3-5 years
18-21,Female,India,Bachelors degree,Student,,,,advance,< 1 years
35-39,Male,United States of America,Masters degree,Data Analyst,"> 10,000 employees",We use ML methods for generating insights (but do not put working models into production),"70,000-79,999",advance,3-5 years
30-34,Male,United States of America,Masters degree,Research Scientist,"> 10,000 employees",No (we do not use ML methods),"200,000-249,999",basic,5-10 years
35-39,Male,Colombia,Masters degree,Data Scientist,"1000-9,999 employees",,,intermediate,
25-29,Male,India,Masters degree,Statistician,250-999 employees,I do not know,"1,000-1,999",intermediate,
25-29,Female,Japan,Bachelors degree,Software Engineer,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","5,000-7,499",intermediate,
25-29,Male,Italy,Masters degree,Research Scientist,0-49 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","125,000-149,999",advance,3-5 years
45-49,Male,Australia,Professional Course,Other,0-49 employees,We are exploring ML methods (and may one day put a model into production),,intermediate,
40-44,Male,United Kingdom of Great Britain and Northern Ireland,Professional Course,Other,,,,intermediate,
25-29,Male,China,Professional Course,Other,,,,intermediate,
22-24,Male,India,Masters degree,Statistician,0-49 employees,,,intermediate,
40-44,Female,Indonesia,Masters degree,Data Engineer,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","20,000-24,999",intermediate,
22-24,Male,Thailand,Bachelors degree,Data Scientist,250-999 employees,We use ML methods for generating insights (but do not put working models into production),"10,000-14,999",intermediate,1-2 years
18-21,Female,India,Bachelors degree,Student,,,,advance,< 1 years
22-24,Male,South Korea,Masters degree,Student,,,,advance,1-2 years
50-54,Male,Japan,Professional Course,Research Scientist,"1000-9,999 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","10,000-14,999",advance,3-5 years
30-34,Male,Australia,Bachelors degree,Product/Project Manager,0-49 employees,No (we do not use ML methods),"50,000-59,999",advance,3-5 years
22-24,Male,India,Masters degree,Student,,,,advance,< 1 years
22-24,Male,Taiwan,Masters degree,Software Engineer,250-999 employees,We use ML methods for generating insights (but do not put working models into production),,intermediate,
30-34,Male,India,Masters degree,Other,,,,intermediate,
30-34,Other,China,Masters degree,Other,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)",,intermediate,
18-21,Male,India,Masters degree,Student,,,,basic,< 1 years
22-24,Male,India,Bachelors degree,Software Engineer,"1000-9,999 employees",I do not know,"4,000-4,999",intermediate,
25-29,Female,India,Bachelors degree,DBA/Database Engineer,250-999 employees,,,intermediate,
22-24,Male,India,Masters degree,Software Engineer,,,,intermediate,
30-34,Male,Japan,Doctoral degree,Research Scientist,0-49 employees,,,intermediate,
22-24,Male,Egypt,Bachelors degree,Student,,,,advance,< 1 years
18-21,Male,Japan,Professional Course,Student,,,,intermediate,
18-21,Male,India,Bachelors degree,Student,,,,intermediate,1-2 years
30-34,Male,United States of America,Bachelors degree,Student,,,,intermediate,
22-24,Male,United States of America,Masters degree,Business Analyst,"> 10,000 employees",I do not know,"60,000-69,999",intermediate,1-2 years
25-29,Male,India,Masters degree,Data Analyst,"1000-9,999 employees","We recently started using ML methods (i.e., models in production for less than 2 years)",$0-999,intermediate,
22-24,Male,India,Masters degree,Data Scientist,0-49 employees,,,intermediate,
18-21,Female,India,Masters degree,Student,,,,basic,10-20 years
25-29,Male,Taiwan,Masters degree,Student,,,,intermediate,
18-21,Female,India,Masters degree,Student,,,,intermediate,
30-34,Male,Australia,Bachelors degree,Data Scientist,0-49 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","100,000-124,999",advance,5-10 years
18-21,Male,India,Bachelors degree,Data Analyst,,,,intermediate,
30-34,Male,Japan,Masters degree,Research Scientist,0-49 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","50,000-59,999",advance,10-20 years
22-24,Female,India,Masters degree,Data Scientist,"1000-9,999 employees",,,intermediate,
35-39,Male,Singapore,Professional Course,Data Analyst,"1000-9,999 employees",No (we do not use ML methods),"20,000-24,999",basic,< 1 years
25-29,Female,India,Masters degree,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","300,000-500,000",intermediate,
18-21,Male,India,Bachelors degree,Student,,,,advance,3-5 years
22-24,Male,China,Masters degree,Student,,,,advance,3-5 years
25-29,Male,Bangladesh,Bachelors degree,Data Scientist,0-49 employees,I do not know,,intermediate,
25-29,Female,Canada,Professional Course,Data Analyst,50-249 employees,We use ML methods for generating insights (but do not put working models into production),$0-999,basic,1-2 years
22-24,Male,China,Professional Course,Other,,,,intermediate,
30-34,Male,India,Doctoral degree,Student,,,,advance,3-5 years
25-29,Male,Colombia,Bachelors degree,Student,,,,intermediate,
30-34,Male,Malaysia,Professional Course,Business Analyst,50-249 employees,No (we do not use ML methods),"15,000-19,999",intermediate,
22-24,Male,United States of America,Masters degree,Data Analyst,0-49 employees,,,intermediate,
25-29,Male,Mexico,Masters degree,Student,,,,advance,< 1 years
25-29,Male,India,Bachelors degree,Business Analyst,250-999 employees,We use ML methods for generating insights (but do not put working models into production),"10,000-14,999",intermediate,
30-34,Male,United States of America,Masters degree,Other,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),,intermediate,
25-29,Female,India,Doctoral degree,Business Analyst,250-999 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)",$0-999,intermediate,1-2 years
25-29,Male,Japan,Professional Course,Software Engineer,"1000-9,999 employees",No (we do not use ML methods),"50,000-59,999",basic,< 1 years
25-29,Male,China,Masters degree,Student,,,,intermediate,
22-24,Male,India,Bachelors degree,Student,,,,intermediate,
22-24,Other,India,Bachelors degree,Student,,,,advance,< 1 years
25-29,Male,United States of America,Doctoral degree,Student,,,,advance,3-5 years
18-21,Male,China,Professional Course,Student,,,,intermediate,
18-21,Male,India,Professional Course,Other,,,,intermediate,
50-54,Female,Hong Kong (S.A.R.),Masters degree,Other,0-49 employees,We are exploring ML methods (and may one day put a model into production),$0-999,intermediate,
55-59,Male,Japan,Professional Course,Other,,,,intermediate,
18-21,Male,India,Bachelors degree,Other,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),,intermediate,
22-24,Male,India,Masters degree,Software Engineer,0-49 employees,We are exploring ML methods (and may one day put a model into production),$0-999,advance,1-2 years
22-24,Male,China,Bachelors degree,Software Engineer,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),$0-999,intermediate,
25-29,Male,Argentina,Professional Course,Software Engineer,50-249 employees,No (we do not use ML methods),"1,000-1,999",intermediate,
22-24,Male,United States of America,Masters degree,Business Analyst,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","50,000-59,999",intermediate,
25-29,Male,India,Bachelors degree,Software Engineer,"> 10,000 employees",No (we do not use ML methods),$0-999,intermediate,
22-24,Female,India,Masters degree,Software Engineer,,,,intermediate,
35-39,Male,Japan,Doctoral degree,Research Scientist,"> 10,000 employees",,,intermediate,
40-44,Male,India,Bachelors degree,Student,,,,basic,10-20 years
18-21,Male,India,Bachelors degree,Student,,,,intermediate,
