age_group,gender,country,education,job_title,size_of_company,employer_uses_ml,current_salary,primary_tool_used,years_in_ml,viz_frameworks,ml_frameworks
25-29,Male,Japan,Bachelors,Software Engineer,0-49 employees,No (we do not use ML methods),"3,000-3,999",basic,< 1 years," Matplotlib , Seaborn ",  Scikit-learn 
35-39,Male,Japan,Doctoral,Research Scientist,"> 10,000 employees",I do not know,"50,000-59,999",advance,3-5 years," Matplotlib , Seaborn ",  TensorFlow 
25-29,Male,Japan,Masters,Data Scientist,250-999 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","40,000-49,999",advance,1-2 years," Matplotlib , Seaborn ","  Scikit-learn ,  TensorFlow , Keras , PyTorch , LightGBM "
18-21,Female,United States of America,Bachelors,Student,,,,advance,3-5 years," Ggplot / ggplot2 , Matplotlib , Seaborn ",  Scikit-learn 
25-29,Male,Canada,Masters,Data Scientist,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),"60,000-69,999",advance,5-10 years," Matplotlib , Shiny , Seaborn , Geoplotlib ","  Scikit-learn , Xgboost , Caret , LightGBM "
25-29,Other,Spain,Coursework,Student,,,,advance,< 1 years, Matplotlib ,"  Scikit-learn ,  TensorFlow , Keras "
35-39,Male,Brazil,Bachelors,Data Scientist,"1000-9,999 employees","We have well established ML methods (i.e., models in production for more than 2 years)","25,000-29,999",intermediate,5-10 years," Matplotlib , Seaborn ","  Scikit-learn , Xgboost , Caret , LightGBM "
25-29,Male,Brazil,Masters,Software Engineer,50-249 employees,No (we do not use ML methods),"50,000-59,999",basic,< 1 years,,
18-21,Female,India,Masters,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)",$0-999,intermediate,,,
25-29,Female,United States of America,Doctoral,Other,,,,intermediate,,,
22-24,Male,India,Masters,Data Analyst,50-249 employees,I do not know,$0-999,advance,< 1 years," Matplotlib , Seaborn ","  Scikit-learn ,  TensorFlow , RandomForest, PyTorch "
22-24,Female,United States of America,Bachelors,Student,,,,advance,1-2 years,,
18-21,Female,Australia,Bachelors,Student,,,,basic,3-5 years,,
40-44,Male,India,Doctoral,Research Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","60,000-69,999",advance,5-10 years," Ggplot / ggplot2 , Matplotlib , Shiny , D3.js , Plotly / Plotly Express , Bokeh , Seaborn , Geoplotlib , Leaflet / Folium ","  Scikit-learn ,  TensorFlow , Keras , RandomForest, Xgboost , Caret "
18-21,Female,Other,Coursework,Student,,,,intermediate,,,
25-29,Male,China,Bachelors,Software Engineer,0-49 employees,No (we do not use ML methods),"10,000-14,999",intermediate,,,
25-29,Male,Brazil,Coursework,Data Scientist,0-49 employees,I do not know,$0-999,advance,< 1 years," Matplotlib , Seaborn , Geoplotlib ","  Scikit-learn ,  TensorFlow , Keras "
25-29,Male,India,Masters,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","50,000-59,999",advance,5-10 years," Matplotlib , Bokeh , Seaborn ","  TensorFlow , Keras , Xgboost , LightGBM "
22-24,Female,Canada,Bachelors,Student,,,,advance,1-2 years," Matplotlib , Seaborn ",  Scikit-learn 
22-24,Male,Argentina,Bachelors,Student,,,,advance,1-2 years," Matplotlib , Seaborn ","  Scikit-learn , Keras , Xgboost , LightGBM "
45-49,Other,United States of America,Coursework,Product/Project Manager,0-49 employees,We are exploring ML methods (and may one day put a model into production),$0-999,advance,5-10 years,,
25-29,Male,India,Masters,Software Engineer,250-999 employees,We are exploring ML methods (and may one day put a model into production),"30,000-39,999",basic,I have never written code,,
45-49,Male,India,Bachelors,Product/Project Manager,"1000-9,999 employees",We use ML methods for generating insights (but do not put working models into production),"40,000-49,999",advance,< 1 years," Matplotlib , Plotly / Plotly Express , Seaborn ",  Scikit-learn 
22-24,Male,Indonesia,Bachelors,Data Scientist,0-49 employees,,,intermediate,,,
25-29,Other,China,Masters,Data Analyst,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","100,000-124,999",advance,3-5 years," Matplotlib , Seaborn ","  Scikit-learn ,  TensorFlow , Keras , Spark MLib "
25-29,Female,United States of America,Masters,Data Engineer,250-999 employees,We are exploring ML methods (and may one day put a model into production),"150,000-199,999",advance,5-10 years," Ggplot / ggplot2 , Matplotlib , D3.js , Plotly / Plotly Express ","  Scikit-learn , RandomForest, Xgboost , LightGBM "
25-29,Male,United States of America,Doctoral,Student,,,,intermediate,3-5 years, Matplotlib ,"  Scikit-learn ,  TensorFlow , Keras , Xgboost , PyTorch "
22-24,Male,United States of America,Doctoral,Student,,,,advance,5-10 years," Ggplot / ggplot2 , Matplotlib ","  Scikit-learn ,  TensorFlow , Keras "
40-44,Male,Russia,Bachelors,Business Analyst,250-999 employees,No (we do not use ML methods),"2,000-2,999",basic,< 1 years,,
30-34,Male,Romania,Bachelors,Data Scientist,"1000-9,999 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","30,000-39,999",advance,3-5 years," Matplotlib , Bokeh , Seaborn ","  Scikit-learn , Xgboost , LightGBM "
25-29,Male,Japan,Doctoral,Student,,,,intermediate,3-5 years," Matplotlib , Seaborn ","  Scikit-learn , PyTorch "
25-29,Female,India,Bachelors,Data Scientist,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","7,500-9,999",advance,3-5 years," Ggplot / ggplot2 , Matplotlib , Plotly / Plotly Express , Seaborn "," Keras , RandomForest, Xgboost , PyTorch "
40-44,Male,India,Masters,Product/Project Manager,"1000-9,999 employees",,,intermediate,,,
18-21,Male,India,Masters,Data Analyst,"> 10,000 employees",I do not know,"30,000-39,999",intermediate,,,
22-24,Male,India,Coursework,Student,,,,advance,1-2 years," Matplotlib , Seaborn ","  Scikit-learn ,  TensorFlow , Keras , RandomForest, Xgboost , LightGBM "
22-24,Male,India,Masters,Student,,,,basic,< 1 years," Matplotlib , Bokeh ", PyTorch 
45-49,Female,United States of America,Doctoral,Other,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),,intermediate,,,
30-34,Other,China,Bachelors,Software Engineer,"1000-9,999 employees",,,intermediate,,,
22-24,Male,India,Bachelors,Software Engineer,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),"4,000-4,999",basic,< 1 years,,
35-39,Male,India,Masters,Data Engineer,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","25,000-29,999",advance,10-20 years," Ggplot / ggplot2 , Matplotlib , Plotly / Plotly Express , Seaborn ","  Scikit-learn , Keras , RandomForest, Xgboost , PyTorch , Caret "
35-39,Male,Japan,Masters,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","90,000-99,999",advance,3-5 years," Matplotlib , Seaborn ","  Scikit-learn , Xgboost , PyTorch , LightGBM "
25-29,Male,India,Masters,Other,250-999 employees,I do not know,"50,000-59,999",intermediate,< 1 years,, Spark MLib 
30-34,Male,Japan,Masters,Software Engineer,"1000-9,999 employees","We have well established ML methods (i.e., models in production for more than 2 years)","80,000-89,999",advance,3-5 years,,"  TensorFlow , Keras , RandomForest, Xgboost , LightGBM "
25-29,Female,India,Bachelors,Software Engineer,250-999 employees,We are exploring ML methods (and may one day put a model into production),"4,000-4,999",intermediate,,,
22-24,Male,China,Masters,Student,,,,advance,1-2 years, Matplotlib ,"  Scikit-learn ,  TensorFlow , Xgboost , PyTorch "
18-21,Male,India,Masters,Business Analyst,250-999 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)",$0-999,advance,< 1 years," Matplotlib , Plotly / Plotly Express , Seaborn ",  Scikit-learn 
25-29,Male,India,Coursework,Data Scientist,0-49 employees,,,intermediate,,,
18-21,Male,India,Bachelors,Data Analyst,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)",$0-999,advance,< 1 years," Ggplot / ggplot2 , Matplotlib , Seaborn ","  Scikit-learn , RandomForest, Xgboost , LightGBM "
30-34,Male,Japan,Masters,Data Analyst,"1000-9,999 employees","We have well established ML methods (i.e., models in production for more than 2 years)","40,000-49,999",advance,< 1 years, Matplotlib ,"  Scikit-learn , RandomForest"
30-34,Male,India,Coursework,Other,,,,intermediate,,,
35-39,Male,China,Bachelors,Software Engineer,250-999 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","25,000-29,999",advance,1-2 years," Matplotlib , Seaborn ","  Scikit-learn ,  TensorFlow , Keras , Xgboost , PyTorch , LightGBM "
50-54,Female,Ireland,Doctoral,Data Scientist,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","80,000-89,999",intermediate,,,
30-34,Male,India,Bachelors,Software Engineer,"> 10,000 employees",,,intermediate,,,
25-29,Male,India,Bachelors,DBA/Database Engineer,50-249 employees,No (we do not use ML methods),"50,000-59,999",intermediate,,,
18-21,Male,India,Masters,Student,,,,intermediate,< 1 years, Matplotlib ,"  Scikit-learn , Keras , PyTorch "
18-21,Male,United States of America,Coursework,Student,,,,advance,< 1 years, Ggplot / ggplot2 ,
22-24,Male,China,Masters,Student,,,,advance,1-2 years," Matplotlib , Seaborn ","  Scikit-learn ,  TensorFlow , Keras , Xgboost , LightGBM "
18-21,Male,Russia,Bachelors,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","10,000-14,999",intermediate,1-2 years," Matplotlib , Seaborn ","  Scikit-learn , Xgboost , PyTorch "
30-34,Male,Germany,Doctoral,Research Scientist,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),"60,000-69,999",advance,< 1 years," Matplotlib , Plotly / Plotly Express ","  TensorFlow , Keras , PyTorch "
18-21,Male,Kenya,Masters,Student,,,,advance,1-2 years," Matplotlib , Seaborn ",
22-24,Male,Japan,Coursework,Student,,,,intermediate,< 1 years, Matplotlib ,"  Scikit-learn ,  TensorFlow , Keras , Xgboost , PyTorch , LightGBM "
25-29,Male,China,Coursework,Software Engineer,"1000-9,999 employees",No (we do not use ML methods),,intermediate,,,
35-39,Male,India,Masters,Other,0-49 employees,We use ML methods for generating insights (but do not put working models into production),,intermediate,,,
25-29,Male,India,Masters,Student,,,,advance,1-2 years," Matplotlib , Seaborn ","  Scikit-learn , Keras , RandomForest, Xgboost "
18-21,Male,Other,Masters,Software Engineer,50-249 employees,"We have well established ML methods (i.e., models in production for more than 2 years)",$0-999,advance,3-5 years," Ggplot / ggplot2 , Matplotlib , Plotly / Plotly Express ","  Scikit-learn ,  TensorFlow , Keras "
30-34,Male,Japan,Masters,Data Engineer,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),"60,000-69,999",advance,1-2 years," Matplotlib , Seaborn ","  Scikit-learn ,  TensorFlow , Keras , Xgboost "
35-39,Male,India,Masters,Product/Project Manager,"1000-9,999 employees",We use ML methods for generating insights (but do not put working models into production),"50,000-59,999",intermediate,,,
25-29,Male,India,Masters,Data Scientist,"1000-9,999 employees",We use ML methods for generating insights (but do not put working models into production),,intermediate,,,
18-21,Male,India,Bachelors,Student,,,,advance,< 1 years," Matplotlib , Seaborn ","  Scikit-learn ,  TensorFlow , Keras "
18-21,Male,Singapore,Bachelors,Data Analyst,0-49 employees,I do not know,$0-999,advance,< 1 years," Ggplot / ggplot2 , Matplotlib , Seaborn , Leaflet / Folium ","  Scikit-learn ,  TensorFlow , Keras , RandomForest, Caret "
30-34,Male,Indonesia,Masters,Product/Project Manager,"1000-9,999 employees",No (we do not use ML methods),"30,000-39,999",basic,1-2 years,,
22-24,Male,India,Bachelors,Student,,,,advance,< 1 years," Matplotlib , D3.js , Plotly / Plotly Express ","  Scikit-learn ,  TensorFlow , Keras "
22-24,Male,Other,Masters,Business Analyst,0-49 employees,We use ML methods for generating insights (but do not put working models into production),"5,000-7,499",advance,1-2 years, D3.js , Spark MLib 
30-34,Male,Switzerland,Masters,Product/Project Manager,250-999 employees,No (we do not use ML methods),"90,000-99,999",basic,< 1 years," Matplotlib , Seaborn ",
25-29,Male,India,Masters,Student,,,,advance,1-2 years," Matplotlib , Seaborn ",
22-24,Male,India,Bachelors,Data Scientist,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),"10,000-14,999",advance,1-2 years," Matplotlib , Seaborn ","  Scikit-learn , Keras , RandomForest, Xgboost "
22-24,Male,India,Masters,Student,,,,advance,5-10 years," Ggplot / ggplot2 , Matplotlib , Plotly / Plotly Express , Seaborn ","  Scikit-learn , Keras , RandomForest, Caret "
25-29,Female,Poland,Coursework,Student,,,,intermediate,,,
25-29,Male,India,Bachelors,Software Engineer,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),"5,000-7,499",advance,3-5 years," Ggplot / ggplot2 , Matplotlib , Plotly / Plotly Express , Seaborn ","  Scikit-learn , RandomForest, Xgboost , LightGBM "
22-24,Male,India,Doctoral,Software Engineer,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","5,000-7,499",advance,1-2 years," Ggplot / ggplot2 , Matplotlib , Plotly / Plotly Express , Seaborn ","  Scikit-learn ,  TensorFlow , Keras , RandomForest"
22-24,Male,Taiwan,Masters,Student,,,,intermediate,I have never written code,,
25-29,Male,France,Masters,Data Scientist,0-49 employees,We use ML methods for generating insights (but do not put working models into production),,intermediate,,,
25-29,Male,India,Bachelors,Data Scientist,250-999 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","10,000-14,999",advance,3-5 years," Matplotlib , Seaborn ",  Scikit-learn 
25-29,Male,India,Masters,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","30,000-39,999",advance,3-5 years,,"  Scikit-learn ,  TensorFlow , Keras , Xgboost "
22-24,Male,Other,Coursework,Data Analyst,"1000-9,999 employees",,,intermediate,,,
22-24,Male,India,Masters,Data Scientist,50-249 employees,We are exploring ML methods (and may one day put a model into production),$0-999,intermediate,1-2 years, Matplotlib ,"  TensorFlow , Keras "
